Property;InducedDomain;InducedRange;Confidence;T;GoldStandardDomain;GoldStandardRange;DomainSame;DomainMoreSpecific;DomainLessSpecific;RangeSame;RangeMoreSpecific;RangeLessSpecific
broadcastTranslator;Organisation=Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.7;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#string;1098;0.7;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Infrastructure=Broadcaster;http://www.w3.org/2001/XMLSchema#string;1098;0.7;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=Organisation;http://www.w3.org/2001/XMLSchema#string;1098;0.7;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=RadioStation;http://www.w3.org/2001/XMLSchema#string;1098;0.7;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.7;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=RadioStation;http://www.w3.org/2001/XMLSchema#string;1098;0.7;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=Broadcaster;http://www.w3.org/2001/XMLSchema#string;1098;0.7;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=Organisation;http://www.w3.org/2001/XMLSchema#string;1098;0.7;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Agent=Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.7;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station;http://www.w3.org/2001/XMLSchema#string;1098;0.7;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Organisation;http://www.w3.org/2001/XMLSchema#string;1250;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
broadcastTranslator;Broadcaster;http://www.w3.org/2001/XMLSchema#string;1250;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
broadcastTranslator;RadioStation;http://www.w3.org/2001/XMLSchema#string;1250;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;1;0;1;0;0
broadcastTranslator;Agent;http://www.w3.org/2001/XMLSchema#string;1250;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
broadcastTranslator;Place=RadioStation;http://www.w3.org/2001/XMLSchema#string;1101;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Agent=Place;http://www.w3.org/2001/XMLSchema#string;1101;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Place;http://www.w3.org/2001/XMLSchema#string;1101;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Broadcaster=Place;http://www.w3.org/2001/XMLSchema#string;1101;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Organisation=Place;http://www.w3.org/2001/XMLSchema#string;1101;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=Agent;http://www.w3.org/2001/XMLSchema#string;1098;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=Broadcaster;http://www.w3.org/2001/XMLSchema#string;1098;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Infrastructure=RadioStation;http://www.w3.org/2001/XMLSchema#string;1098;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Agent=ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#string;1098;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Organisation=Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#string;1098;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Infrastructure=Broadcaster;http://www.w3.org/2001/XMLSchema#string;1098;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=Organisation;http://www.w3.org/2001/XMLSchema#string;1098;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=RadioStation;http://www.w3.org/2001/XMLSchema#string;1098;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=RadioStation;http://www.w3.org/2001/XMLSchema#string;1098;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=Broadcaster;http://www.w3.org/2001/XMLSchema#string;1098;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=Organisation;http://www.w3.org/2001/XMLSchema#string;1098;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Agent=Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station;http://www.w3.org/2001/XMLSchema#string;1098;0.6;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Organisation;http://www.w3.org/2001/XMLSchema#string;1250;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
broadcastTranslator;Broadcaster;http://www.w3.org/2001/XMLSchema#string;1250;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
broadcastTranslator;RadioStation;http://www.w3.org/2001/XMLSchema#string;1250;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;1;0;1;0;0
broadcastTranslator;Agent;http://www.w3.org/2001/XMLSchema#string;1250;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
broadcastTranslator;Place=RadioStation;http://www.w3.org/2001/XMLSchema#string;1101;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Agent=Place;http://www.w3.org/2001/XMLSchema#string;1101;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Place;http://www.w3.org/2001/XMLSchema#string;1101;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Broadcaster=Place;http://www.w3.org/2001/XMLSchema#string;1101;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Organisation=Place;http://www.w3.org/2001/XMLSchema#string;1101;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=Agent;http://www.w3.org/2001/XMLSchema#string;1098;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=Broadcaster;http://www.w3.org/2001/XMLSchema#string;1098;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Infrastructure=RadioStation;http://www.w3.org/2001/XMLSchema#string;1098;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Agent=ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#string;1098;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Organisation=Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#string;1098;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Infrastructure=Broadcaster;http://www.w3.org/2001/XMLSchema#string;1098;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=Organisation;http://www.w3.org/2001/XMLSchema#string;1098;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=RadioStation;http://www.w3.org/2001/XMLSchema#string;1098;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=RadioStation;http://www.w3.org/2001/XMLSchema#string;1098;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=Broadcaster;http://www.w3.org/2001/XMLSchema#string;1098;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=Organisation;http://www.w3.org/2001/XMLSchema#string;1098;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Agent=Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station;http://www.w3.org/2001/XMLSchema#string;1098;0.5;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Organisation;http://www.w3.org/2001/XMLSchema#string;1250;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
broadcastTranslator;Broadcaster;http://www.w3.org/2001/XMLSchema#string;1250;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
broadcastTranslator;RadioStation;http://www.w3.org/2001/XMLSchema#string;1250;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;1;0;1;0;0
broadcastTranslator;Agent;http://www.w3.org/2001/XMLSchema#string;1250;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
broadcastTranslator;Place=RadioStation;http://www.w3.org/2001/XMLSchema#string;1101;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Agent=Place;http://www.w3.org/2001/XMLSchema#string;1101;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Place;http://www.w3.org/2001/XMLSchema#string;1101;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Broadcaster=Place;http://www.w3.org/2001/XMLSchema#string;1101;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Organisation=Place;http://www.w3.org/2001/XMLSchema#string;1101;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=Agent;http://www.w3.org/2001/XMLSchema#string;1098;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=Broadcaster;http://www.w3.org/2001/XMLSchema#string;1098;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Infrastructure=RadioStation;http://www.w3.org/2001/XMLSchema#string;1098;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Agent=ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#string;1098;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Organisation=Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#string;1098;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Infrastructure=Broadcaster;http://www.w3.org/2001/XMLSchema#string;1098;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=Organisation;http://www.w3.org/2001/XMLSchema#string;1098;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=RadioStation;http://www.w3.org/2001/XMLSchema#string;1098;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=RadioStation;http://www.w3.org/2001/XMLSchema#string;1098;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=Broadcaster;http://www.w3.org/2001/XMLSchema#string;1098;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=Organisation;http://www.w3.org/2001/XMLSchema#string;1098;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Agent=Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station;http://www.w3.org/2001/XMLSchema#string;1098;0.4;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Organisation;http://www.w3.org/2001/XMLSchema#string;1250;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
broadcastTranslator;Broadcaster;http://www.w3.org/2001/XMLSchema#string;1250;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
broadcastTranslator;RadioStation;http://www.w3.org/2001/XMLSchema#string;1250;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;1;0;1;0;0
broadcastTranslator;Agent;http://www.w3.org/2001/XMLSchema#string;1250;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
broadcastTranslator;Place=RadioStation;http://www.w3.org/2001/XMLSchema#string;1101;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Agent=Place;http://www.w3.org/2001/XMLSchema#string;1101;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Place;http://www.w3.org/2001/XMLSchema#string;1101;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Broadcaster=Place;http://www.w3.org/2001/XMLSchema#string;1101;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Organisation=Place;http://www.w3.org/2001/XMLSchema#string;1101;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=Agent;http://www.w3.org/2001/XMLSchema#string;1098;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=Broadcaster;http://www.w3.org/2001/XMLSchema#string;1098;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Infrastructure=RadioStation;http://www.w3.org/2001/XMLSchema#string;1098;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Agent=ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#string;1098;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Organisation=Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#string;1098;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Infrastructure=Broadcaster;http://www.w3.org/2001/XMLSchema#string;1098;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=Organisation;http://www.w3.org/2001/XMLSchema#string;1098;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=RadioStation;http://www.w3.org/2001/XMLSchema#string;1098;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=RadioStation;http://www.w3.org/2001/XMLSchema#string;1098;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=Broadcaster;http://www.w3.org/2001/XMLSchema#string;1098;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=Organisation;http://www.w3.org/2001/XMLSchema#string;1098;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Agent=Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station;http://www.w3.org/2001/XMLSchema#string;1098;0.3;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Organisation;http://www.w3.org/2001/XMLSchema#string;1250;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
broadcastTranslator;Broadcaster;http://www.w3.org/2001/XMLSchema#string;1250;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
broadcastTranslator;RadioStation;http://www.w3.org/2001/XMLSchema#string;1250;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;1;0;1;0;0
broadcastTranslator;Agent;http://www.w3.org/2001/XMLSchema#string;1250;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
broadcastTranslator;Place=RadioStation;http://www.w3.org/2001/XMLSchema#string;1101;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Agent=Place;http://www.w3.org/2001/XMLSchema#string;1101;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Place;http://www.w3.org/2001/XMLSchema#string;1101;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Broadcaster=Place;http://www.w3.org/2001/XMLSchema#string;1101;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Organisation=Place;http://www.w3.org/2001/XMLSchema#string;1101;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=Agent;http://www.w3.org/2001/XMLSchema#string;1098;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=Broadcaster;http://www.w3.org/2001/XMLSchema#string;1098;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Infrastructure=RadioStation;http://www.w3.org/2001/XMLSchema#string;1098;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Agent=ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#string;1098;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Organisation=Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#string;1098;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Infrastructure=Broadcaster;http://www.w3.org/2001/XMLSchema#string;1098;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=Organisation;http://www.w3.org/2001/XMLSchema#string;1098;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=RadioStation;http://www.w3.org/2001/XMLSchema#string;1098;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=RadioStation;http://www.w3.org/2001/XMLSchema#string;1098;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=Broadcaster;http://www.w3.org/2001/XMLSchema#string;1098;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=Organisation;http://www.w3.org/2001/XMLSchema#string;1098;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Agent=Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station;http://www.w3.org/2001/XMLSchema#string;1098;0.2;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Organisation;http://www.w3.org/2001/XMLSchema#string;1250;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
broadcastTranslator;Broadcaster;http://www.w3.org/2001/XMLSchema#string;1250;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
broadcastTranslator;RadioStation;http://www.w3.org/2001/XMLSchema#string;1250;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;1;0;1;0;0
broadcastTranslator;Agent;http://www.w3.org/2001/XMLSchema#string;1250;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
broadcastTranslator;Place=RadioStation;http://www.w3.org/2001/XMLSchema#string;1101;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Agent=Place;http://www.w3.org/2001/XMLSchema#string;1101;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Place;http://www.w3.org/2001/XMLSchema#string;1101;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Broadcaster=Place;http://www.w3.org/2001/XMLSchema#string;1101;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Organisation=Place;http://www.w3.org/2001/XMLSchema#string;1101;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=Agent;http://www.w3.org/2001/XMLSchema#string;1098;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=Broadcaster;http://www.w3.org/2001/XMLSchema#string;1098;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Infrastructure=RadioStation;http://www.w3.org/2001/XMLSchema#string;1098;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Agent=ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#string;1098;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Organisation=Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure;http://www.w3.org/2001/XMLSchema#string;1098;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Infrastructure=Broadcaster;http://www.w3.org/2001/XMLSchema#string;1098;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=Organisation;http://www.w3.org/2001/XMLSchema#string;1098;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station=RadioStation;http://www.w3.org/2001/XMLSchema#string;1098;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=RadioStation;http://www.w3.org/2001/XMLSchema#string;1098;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=Broadcaster;http://www.w3.org/2001/XMLSchema#string;1098;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;ArchitecturalStructure=Organisation;http://www.w3.org/2001/XMLSchema#string;1098;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Agent=Infrastructure;http://www.w3.org/2001/XMLSchema#string;1098;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
broadcastTranslator;Station;http://www.w3.org/2001/XMLSchema#string;1098;0.1;Broadcaster;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
militaryCommand;Person;http://www.w3.org/2001/XMLSchema#string;10000;1.0;MilitaryPerson;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
militaryCommand;MilitaryPerson;http://www.w3.org/2001/XMLSchema#string;10000;1.0;MilitaryPerson;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
militaryCommand;Agent;http://www.w3.org/2001/XMLSchema#string;10000;1.0;MilitaryPerson;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
militaryCommand;Person;http://www.w3.org/2001/XMLSchema#string;10000;0.9;MilitaryPerson;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
militaryCommand;MilitaryPerson;http://www.w3.org/2001/XMLSchema#string;10000;0.9;MilitaryPerson;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
