Property;InducedDomain;InducedRange;Confidence;T;GoldStandardDomain;GoldStandardRange;DomainSame;DomainMoreSpecific;DomainLessSpecific;RangeSame;RangeMoreSpecific;RangeLessSpecific
maximumBoatBeam;Canal;http://www.w3.org/2001/XMLSchema#double;79;0.8;Canal;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
maximumBoatBeam;Place;http://www.w3.org/2001/XMLSchema#double;79;0.8;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;BodyOfWater;http://www.w3.org/2001/XMLSchema#double;79;0.8;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;NaturalPlace;http://www.w3.org/2001/XMLSchema#double;79;0.8;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;Stream;http://www.w3.org/2001/XMLSchema#double;79;0.7;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;Canal;http://www.w3.org/2001/XMLSchema#double;79;0.7;Canal;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
maximumBoatBeam;Place;http://www.w3.org/2001/XMLSchema#double;79;0.7;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;BodyOfWater;http://www.w3.org/2001/XMLSchema#double;79;0.7;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;NaturalPlace;http://www.w3.org/2001/XMLSchema#double;79;0.7;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;Stream;http://www.w3.org/2001/XMLSchema#double;79;0.6;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;Canal;http://www.w3.org/2001/XMLSchema#double;79;0.6;Canal;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
maximumBoatBeam;Place;http://www.w3.org/2001/XMLSchema#double;79;0.6;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;BodyOfWater;http://www.w3.org/2001/XMLSchema#double;79;0.6;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;NaturalPlace;http://www.w3.org/2001/XMLSchema#double;79;0.6;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;Stream;http://www.w3.org/2001/XMLSchema#double;79;0.5;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;Canal;http://www.w3.org/2001/XMLSchema#double;79;0.5;Canal;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
maximumBoatBeam;Place;http://www.w3.org/2001/XMLSchema#double;79;0.5;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;BodyOfWater;http://www.w3.org/2001/XMLSchema#double;79;0.5;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;NaturalPlace;http://www.w3.org/2001/XMLSchema#double;79;0.5;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;Stream;http://www.w3.org/2001/XMLSchema#double;79;0.4;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;Canal;http://www.w3.org/2001/XMLSchema#double;79;0.4;Canal;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
maximumBoatBeam;Place;http://www.w3.org/2001/XMLSchema#double;79;0.4;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;BodyOfWater;http://www.w3.org/2001/XMLSchema#double;79;0.4;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;NaturalPlace;http://www.w3.org/2001/XMLSchema#double;79;0.4;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;Stream;http://www.w3.org/2001/XMLSchema#double;79;0.3;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;Canal;http://www.w3.org/2001/XMLSchema#double;79;0.3;Canal;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
maximumBoatBeam;Place;http://www.w3.org/2001/XMLSchema#double;79;0.3;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;BodyOfWater;http://www.w3.org/2001/XMLSchema#double;79;0.3;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;NaturalPlace;http://www.w3.org/2001/XMLSchema#double;79;0.3;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;Stream;http://www.w3.org/2001/XMLSchema#double;79;0.2;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;Canal;http://www.w3.org/2001/XMLSchema#double;79;0.2;Canal;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
maximumBoatBeam;Place;http://www.w3.org/2001/XMLSchema#double;79;0.2;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;BodyOfWater;http://www.w3.org/2001/XMLSchema#double;79;0.2;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;NaturalPlace;http://www.w3.org/2001/XMLSchema#double;79;0.2;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;Stream;http://www.w3.org/2001/XMLSchema#double;79;0.1;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;Canal;http://www.w3.org/2001/XMLSchema#double;79;0.1;Canal;http://www.w3.org/2001/XMLSchema#double;1;0;0;1;0;0
maximumBoatBeam;Place;http://www.w3.org/2001/XMLSchema#double;79;0.1;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;BodyOfWater;http://www.w3.org/2001/XMLSchema#double;79;0.1;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
maximumBoatBeam;NaturalPlace;http://www.w3.org/2001/XMLSchema#double;79;0.1;Canal;http://www.w3.org/2001/XMLSchema#double;0;0;1;1;0;0
established;Region;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Diocese=TopicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TopicalConcept=ClericalAdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;PopulatedPlace;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Diocese=TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TopicalConcept=Place;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;AdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ClericalAdministrativeRegion=PopulatedPlace;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=Region=ClericalAdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=Diocese;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=AdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TopicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
established;Place=TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=PopulatedPlace;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Diocese;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
established;ClericalAdministrativeRegion=TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ClericalAdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TheologicalConcept=PopulatedPlace;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Place;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=Region;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TopicalConcept=Region;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TopicalConcept=Region=ClericalAdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Region=TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;AdministrativeRegion=TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=ClericalAdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=Diocese=Region;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=Place;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Diocese=PopulatedPlace;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=AdministrativeRegion=Region;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Region=ClericalAdministrativeRegion=TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TopicalConcept=PopulatedPlace;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
established;AdministrativeRegion=TopicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;1.0;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Region;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Diocese=TopicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TopicalConcept=ClericalAdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;PopulatedPlace;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Diocese=TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TopicalConcept=Place;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;AdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=Region=ClericalAdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=Diocese;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=AdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TopicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
established;Place=TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=PopulatedPlace;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Diocese;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
established;ClericalAdministrativeRegion=TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ClericalAdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TheologicalConcept=PopulatedPlace;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Place;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=Region;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TopicalConcept=Region;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TopicalConcept=Region=ClericalAdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Region=TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;AdministrativeRegion=TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=ClericalAdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=Diocese=Region;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=Place;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=AdministrativeRegion=Region;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Region=ClericalAdministrativeRegion=TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TopicalConcept=PopulatedPlace;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
established;AdministrativeRegion=TopicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;0.9;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Region;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Diocese=TopicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TopicalConcept=ClericalAdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;PopulatedPlace;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Diocese=TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TopicalConcept=Place;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;AdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=Region=ClericalAdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=Diocese;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=AdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TopicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
established;Place=TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=PopulatedPlace;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Diocese;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;1;1;0;0
established;ClericalAdministrativeRegion=TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ClericalAdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TheologicalConcept=PopulatedPlace;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Place;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=Region;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TopicalConcept=Region;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TopicalConcept=Region=ClericalAdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Region=TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;AdministrativeRegion=TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=ClericalAdministrativeRegion;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=Diocese=Region;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=Place;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine=AdministrativeRegion=Region;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;Region=ClericalAdministrativeRegion=TheologicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;TopicalConcept=PopulatedPlace;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
established;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;1;0;0;1;0;0
established;AdministrativeRegion=TopicalConcept;http://www.w3.org/2001/XMLSchema#string;2415;0.8;ChristianDoctrine;http://www.w3.org/2001/XMLSchema#string;0;0;0;1;0;0
